x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
+3.30000E-03,+5.84164575E+00,+819.72365E-03,+2.77521990E+00,+2.74651372E+00
+3.32500E-03,+5.67832917E+00,+8.48052758E+00,+2.75260683E+00,+2.73646347E+00
+3.35000E-03,+5.66576636E+00,+1.44535178E+00,+2.78527015E+00,+2.75530769E+00
+3.37500E-03,+5.01752516E+00,+176.50757E-03,+2.78024502E+00,+2.66485543E+00
+3.40000E-03,+4.33913320E+00,+199.12064E-03,+2.75511939E+00,+2.69374990E+00
+3.42500E-03,+3.82908296E+00,+199.12064E-03,+2.79029527E+00,+2.71259413E+00
+3.45000E-03,+3.31400759E+00,+214.19601E-03,+2.77773246E+00,+2.69374990E+00
+3.47500E-03,+2.86928397E+00,+256.90958E-03,+2.76014452E+00,+2.69374990E+00
+3.50000E-03,+2.46727393E+00,+239.32164E-03,+2.75888824E+00,+2.68998106E+00
+3.52500E-03,+2.18084177E+00,+241.83420E-03,+2.75135055E+00,+2.67490568E+00
+3.55000E-03,+1.89189705E+00,+251.88446E-03,+2.77145105E+00,+2.69374990E+00
+3.57500E-03,+1.64064077E+00,+256.90958E-03,+2.76014452E+00,+2.71385041E+00
+3.60000E-03,+1.41451012E+00,+312.18596E-03,+2.76768221E+00,+2.66988056E+00
+3.62500E-03,+1.29893223E+00,+314.69853E-03,+2.75009427E+00,+2.67364940E+00
+3.65000E-03,+1.07280158E+00,+294.59802E-03,+2.76516965E+00,+2.68746850E+00
+3.67500E-03,+5.71099249E+00,+8.48052758E+00,+2.77145105E+00,+2.80304639E+00
+3.70000E-03,+5.15320355E+00,+133.79400E-03,+2.75511939E+00,+2.65731774E+00
+3.72500E-03,+5.20345480E+00,+312.18596E-03,+2.75135055E+00,+2.73269463E+00
+3.75000E-03,+5.51752515E+00,+7.74434669E+00,+2.74381286E+00,+2.73269463E+00
+3.77500E-03,+5.73360555E+00,+1.24183419E+00,+2.76014452E+00,+2.75656397E+00
+3.80000E-03,+5.32908294E+00,+1.27198495E+00,+2.77145105E+00,+2.73395091E+00
+3.82500E-03,+5.21099249E+00,+1.83228645E+00,+2.75135055E+00,+2.78922729E+00
+3.85000E-03,+5.47481158E+00,+626.25631E-03,+2.77145105E+00,+2.74651372E+00
+3.87500E-03,+5.43461058E+00,+8.48052758E+00,+2.77145105E+00,+2.75405141E+00
+3.90000E-03,+5.64566585E+00,+3.20917086E+00,+2.75135055E+00,+2.74651372E+00
+3.92500E-03,+5.58033922E+00,+8.46796477E+00,+2.77019477E+00,+2.77540820E+00
+3.95000E-03,+5.89692213E+00,+440.32666E-03,+2.77898874E+00,+2.76912679E+00
+3.97500E-03,+5.63059048E+00,+2.27952262E+00,+2.76265708E+00,+2.73646347E+00
+4.00000E-03,+5.40445983E+00,+2.45791458E+00,+2.75135055E+00,+2.78294588E+00
+4.02500E-03,+4.88435933E+00,+236.80908E-03,+2.75260683E+00,+2.67364940E+00
+4.05000E-03,+4.20847994E+00,+199.12064E-03,+2.76516965E+00,+2.67993081E+00
+4.07500E-03,+3.65571613E+00,+176.50757E-03,+2.75135055E+00,+2.68244337E+00
+4.10000E-03,+3.22355533E+00,+231.78395E-03,+2.79155155E+00,+2.68998106E+00
+4.12500E-03,+2.82657041E+00,+239.32164E-03,+2.77145105E+00,+2.69500619E+00
+4.15000E-03,+2.46727393E+00,+239.32164E-03,+2.76516965E+00,+2.68621222E+00
+4.17500E-03,+2.08787695E+00,+239.32164E-03,+2.78024502E+00,+2.68495593E+00
+4.20000E-03,+1.81652017E+00,+287.06033E-03,+2.76768221E+00,+2.66108659E+00
+4.22500E-03,+1.58285183E+00,+282.03521E-03,+2.77019477E+00,+2.69249362E+00
+4.25000E-03,+1.40948499E+00,+319.72365E-03,+2.75135055E+00,+2.67993081E+00
+4.27500E-03,+1.19842972E+00,+284.54777E-03,+2.78275758E+00,+2.68244337E+00
+4.30000E-03,+1.06777646E+00,+254.39702E-03,+2.77145105E+00,+2.69374990E+00
+4.32500E-03,+5.48486184E+00,+354.89953E-03,+2.75009427E+00,+2.67490568E+00
+4.35000E-03,+4.74616838E+00,+186.55782E-03,+2.76391336E+00,+2.69500619E+00
+4.37500E-03,+6.06275128E+00,+8.48052758E+00,+2.76014452E+00,+2.81184036E+00
+4.40000E-03,+5.31903269E+00,+972.98998E-03,+2.79155155E+00,+2.76284538E+00
+4.42500E-03,+5.91451007E+00,+1.99560303E+00,+2.75386311E+00,+2.77289563E+00
+4.45000E-03,+5.73360555E+00,+2.20665830E+00,+2.78527015E+00,+2.77415191E+00
+4.47500E-03,+5.28636938E+00,+1.05087942E+00,+2.77396362E+00,+2.74274488E+00
+4.50000E-03,+5.82405781E+00,+1.40263821E+00,+2.75135055E+00,+2.71385041E+00
+4.52500E-03,+5.58536435E+00,+1.45791459E+00,+2.75260683E+00,+2.71636297E+00
+4.55000E-03,+5.77883168E+00,+2.57851760E+00,+2.75135055E+00,+2.78797101E+00
+4.57500E-03,+5.55018847E+00,+1.64384424E+00,+2.75135055E+00,+2.76787051E+00
+4.60000E-03,+5.53260053E+00,+1.35238696E+00,+2.76768221E+00,+2.75028257E+00
+4.62500E-03,+5.25621862E+00,+8.48052758E+00,+2.77019477E+00,+2.71761925E+00
+4.65000E-03,+5.06526385E+00,+158.91963E-03,+2.77145105E+00,+2.65354890E+00
+4.67500E-03,+4.39692215E+00,+204.14576E-03,+2.75135055E+00,+2.69374990E+00
+4.70000E-03,+3.79390708E+00,+206.65833E-03,+2.75135055E+00,+2.68998106E+00
+4.72500E-03,+3.27631915E+00,+277.01008E-03,+2.77145105E+00,+2.69123734E+00
+4.75000E-03,+2.89692216E+00,+266.95983E-03,+2.77145105E+00,+2.68746850E+00
+4.77500E-03,+2.52506287E+00,+234.29652E-03,+2.76014452E+00,+2.69374990E+00
+4.80000E-03,+2.11300258E+00,+246.85933E-03,+2.77145105E+00,+2.69374990E+00
+4.82500E-03,+1.90445986E+00,+277.01008E-03,+2.77019477E+00,+2.69249362E+00
+4.85000E-03,+1.64817846E+00,+251.88446E-03,+2.73753145E+00,+2.68746850E+00
+4.87500E-03,+1.40445987E+00,+302.13571E-03,+2.77145105E+00,+2.70254387E+00
+4.90000E-03,+1.22104279E+00,+287.06033E-03,+2.73501889E+00,+2.68118709E+00
+4.92500E-03,+1.06526389E+00,+279.52265E-03,+2.77145105E+00,+2.67239312E+00
+4.95000E-03,+5.75119349E+00,+8.48052758E+00,+2.77145105E+00,+2.83445342E+00
+4.97500E-03,+5.03511310E+00,+181.53270E-03,+2.77396362E+00,+2.67364940E+00
+5.00000E-03,+5.56526384E+00,+264.44727E-03,+2.79155155E+00,+2.75028257E+00
+5.02500E-03,+5.93963570E+00,+4.74183416E+00,+2.77145105E+00,+2.73269463E+00
+5.05000E-03,+5.43461058E+00,+8.48052758E+00,+2.75135055E+00,+2.73897603E+00
+5.07500E-03,+5.61551510E+00,+1.96545228E+00,+2.77145105E+00,+2.75656397E+00
+5.10000E-03,+5.22858043E+00,+8.48052758E+00,+2.78401387E+00,+2.79802126E+00
+5.12500E-03,+5.60546485E+00,+900.12565E-03,+2.77019477E+00,+2.73269463E+00
+5.15000E-03,+5.93209801E+00,+4.05590452E+00,+2.76516965E+00,+2.71887553E+00
+5.17500E-03,+5.22355531E+00,+1.40515077E+00,+2.74004402E+00,+2.73646347E+00
+5.20000E-03,+5.39943470E+00,+1.53077891E+00,+2.77145105E+00,+2.71761925E+00
+5.22500E-03,+5.26124375E+00,+1.03077892E+00,+2.75260683E+00,+2.69877503E+00
+5.25000E-03,+5.86677138E+00,+2.22424624E+00,+2.75763196E+00,+2.78043332E+00
+5.27500E-03,+5.52255028E+00,+158.91963E-03,+2.76014452E+00,+2.70254387E+00
+5.30000E-03,+4.79893219E+00,+206.65833E-03,+2.77145105E+00,+2.67364940E+00
+5.32500E-03,+4.15571612E+00,+201.63320E-03,+2.77145105E+00,+2.67490568E+00
+5.35000E-03,+3.58033924E+00,+199.12064E-03,+2.78527015E+00,+2.67364940E+00
+5.37500E-03,+3.08787694E+00,+216.70858E-03,+2.77145105E+00,+2.69374990E+00
+5.40000E-03,+2.72355533E+00,+271.98496E-03,+2.75511939E+00,+2.66108659E+00
+5.42500E-03,+2.38435936E+00,+241.83420E-03,+2.75009427E+00,+2.67364940E+00
+5.45000E-03,+2.05270107E+00,+266.95983E-03,+2.76516965E+00,+2.68746850E+00
+5.47500E-03,+1.76124379E+00,+261.93471E-03,+2.76265708E+00,+2.68244337E+00
+5.50000E-03,+1.53511313E+00,+279.52265E-03,+2.74758171E+00,+2.70631272E+00
+5.52500E-03,+1.38184680E+00,+279.52265E-03,+2.77145105E+00,+2.69374990E+00
+5.55000E-03,+1.18084178E+00,+239.32164E-03,+2.77773246E+00,+2.69374990E+00
+5.57500E-03,+5.40697239E+00,+4.87499998E+00,+2.76265708E+00,+2.75907654E+00
+5.60000E-03,+5.20847993E+00,+199.12064E-03,+2.77145105E+00,+2.66988056E+00
+5.62500E-03,+5.55270103E+00,+8.48052758E+00,+2.77019477E+00,+2.77666448E+00
+5.65000E-03,+5.76375630E+00,+8.39761301E+00,+2.77145105E+00,+2.78922729E+00
+5.67500E-03,+5.47229902E+00,+8.02826628E+00,+2.78024502E+00,+2.77666448E+00
+5.70000E-03,+5.64566585E+00,+1.50314072E+00,+2.77145105E+00,+2.73771975E+00
+5.72500E-03,+5.82657037E+00,+2.25942212E+00,+2.77145105E+00,+2.71510669E+00
+5.75000E-03,+5.84415831E+00,+887.56284E-03,+2.77145105E+00,+2.77415191E+00
+5.77500E-03,+5.33159551E+00,+2.09359298E+00,+2.76265708E+00,+2.73143835E+00
+5.80000E-03,+5.23109299E+00,+2.15640705E+00,+2.77145105E+00,+2.74148860E+00
+5.82500E-03,+5.65822867E+00,+545.85430E-03,+2.79029527E+00,+2.77415191E+00
+5.85000E-03,+5.66074123E+00,+4.31469848E+00,+2.77145105E+00,+2.76158910E+00
+5.87500E-03,+5.66827892E+00,+1.55339198E+00,+2.75135055E+00,+2.75656397E+00
+5.90000E-03,+5.36928395E+00,+199.12064E-03,+2.75511939E+00,+2.63344840E+00
+5.92500E-03,+4.67581662E+00,+199.12064E-03,+2.77019477E+00,+2.67364940E+00
+5.95000E-03,+4.07531411E+00,+211.68345E-03,+2.77145105E+00,+2.69374990E+00
+5.97500E-03,+3.55270105E+00,+239.32164E-03,+2.77145105E+00,+2.68495593E+00
+6.00000E-03,+3.11049000E+00,+239.32164E-03,+2.77145105E+00,+2.68998106E+00
+6.02500E-03,+2.66827895E+00,+277.01008E-03,+2.77145105E+00,+2.69249362E+00
+6.05000E-03,+2.30646991E+00,+264.44727E-03,+2.77145105E+00,+2.67993081E+00
+6.07500E-03,+2.03008800E+00,+256.90958E-03,+2.75135055E+00,+2.68495593E+00
+6.10000E-03,+1.77631916E+00,+279.52265E-03,+2.77521990E+00,+2.69374990E+00
+6.12500E-03,+1.54013826E+00,+277.01008E-03,+2.77145105E+00,+2.69626247E+00
+6.15000E-03,+1.34164580E+00,+266.95983E-03,+2.77145105E+00,+2.70756900E+00
+6.17500E-03,+1.11802771E+00,+239.32164E-03,+2.76893849E+00,+2.69374990E+00
+6.20000E-03,+5.33662063E+00,+407.66335E-03,+2.76768221E+00,+2.73395091E+00
+6.22500E-03,+4.59541461E+00,+158.91963E-03,+2.77019477E+00,+2.69249362E+00
+6.25000E-03,+5.62807791E+00,+239.32164E-03,+2.77773246E+00,+2.67490568E+00
+6.27500E-03,+5.29893219E+00,+8.48052758E+00,+2.76014452E+00,+2.81184036E+00
+6.30000E-03,+5.62305279E+00,+7.59359292E+00,+2.77145105E+00,+2.76158910E+00
+6.32500E-03,+5.36677138E+00,+734.29651E-03,+2.77145105E+00,+2.77289563E+00
+6.35000E-03,+5.95219851E+00,+8.48052758E+00,+2.75135055E+00,+2.77415191E+00
+6.37500E-03,+5.70847992E+00,+1.92022615E+00,+2.76014452E+00,+2.76284538E+00
+6.40000E-03,+5.61048997E+00,+8.48052758E+00,+2.75511939E+00,+2.80681523E+00
+6.42500E-03,+5.69842967E+00,+2.29459800E+00,+2.75135055E+00,+2.73771975E+00
+6.45000E-03,+5.46727390E+00,+3.12876885E+00,+2.75135055E+00,+2.78043332E+00
+6.47500E-03,+5.32657038E+00,+613.69350E-03,+2.75135055E+00,+2.74777000E+00
+6.50000E-03,+5.28134425E+00,+3.00062814E+00,+2.75511939E+00,+2.76661423E+00
+6.52500E-03,+4.95722365E+00,+196.60807E-03,+2.77145105E+00,+2.67239312E+00
+6.55000E-03,+4.23611813E+00,+186.55782E-03,+2.76516965E+00,+2.67993081E+00
+6.57500E-03,+3.73109301E+00,+199.12064E-03,+2.76014452E+00,+2.68495593E+00
+6.60000E-03,+3.19842970E+00,+239.32164E-03,+2.78778271E+00,+2.69374990E+00
+6.62500E-03,+2.78888196E+00,+204.14576E-03,+2.75260683E+00,+2.71385041E+00
+6.65000E-03,+2.42707292E+00,+239.32164E-03,+2.75763196E+00,+2.69374990E+00
+6.67500E-03,+2.12305283E+00,+239.32164E-03,+2.76014452E+00,+2.69374990E+00
+6.70000E-03,+1.85672117E+00,+271.98496E-03,+2.77145105E+00,+2.71385041E+00
+6.72500E-03,+1.54516339E+00,+279.52265E-03,+2.73376261E+00,+2.69249362E+00
+6.75000E-03,+1.36928399E+00,+294.59802E-03,+2.75763196E+00,+2.70128759E+00
+6.77500E-03,+1.18084178E+00,+279.52265E-03,+2.76014452E+00,+2.68244337E+00
+6.80000E-03,+1.08536440E+00,+254.39702E-03,+2.77521990E+00,+2.68998106E+00
+6.82500E-03,+5.64566585E+00,+8.48052758E+00,+2.79029527E+00,+2.79550870E+00
+6.85000E-03,+4.92204777E+00,+171.48245E-03,+2.77145105E+00,+2.68746850E+00
+6.87500E-03,+5.80144475E+00,+990.57791E-03,+2.76014452E+00,+2.78545845E+00
+6.90000E-03,+5.35169601E+00,+8.48052758E+00,+2.77145105E+00,+2.77792076E+00
+6.92500E-03,+5.46978646E+00,+367.46234E-03,+2.77145105E+00,+2.77415191E+00
+6.95000E-03,+5.32154525E+00,+2.65891961E+00,+2.76516965E+00,+2.73395091E+00
+6.97500E-03,+5.43209802E+00,+978.01510E-03,+2.77145105E+00,+2.72515694E+00
+7.00000E-03,+5.40697239E+00,+1.68655781E+00,+2.75135055E+00,+2.74148860E+00
+7.02500E-03,+5.27129400E+00,+3.73429648E+00,+2.77145105E+00,+2.73395091E+00
+7.05000E-03,+5.87933419E+00,+1.09108043E+00,+2.77145105E+00,+2.71385041E+00
+7.07500E-03,+5.25370606E+00,+8.48052758E+00,+2.76014452E+00,+2.74777000E+00
+7.10000E-03,+5.47983671E+00,+3.15138191E+00,+2.76391336E+00,+2.75405141E+00
+7.12500E-03,+5.58285178E+00,+2.08605529E+00,+2.77145105E+00,+2.79048357E+00
+7.15000E-03,+5.05521360E+00,+131.28144E-03,+2.77773246E+00,+2.65354890E+00
+7.17500E-03,+4.41451009E+00,+221.73370E-03,+2.76265708E+00,+2.68495593E+00
+7.20000E-03,+3.84918346E+00,+199.12064E-03,+2.77145105E+00,+2.67364940E+00
+7.22500E-03,+3.31149502E+00,+239.32164E-03,+2.77019477E+00,+2.67364940E+00
+7.25000E-03,+2.92456036E+00,+266.95983E-03,+2.76516965E+00,+2.69374990E+00
+7.27500E-03,+2.50747493E+00,+261.93471E-03,+2.77145105E+00,+2.69123734E+00
+7.30000E-03,+2.19340458E+00,+297.11059E-03,+2.75511939E+00,+2.71385041E+00
+7.32500E-03,+1.90194730E+00,+204.14576E-03,+2.79029527E+00,+2.69123734E+00
+7.35000E-03,+1.63812821E+00,+239.32164E-03,+2.79155155E+00,+2.67993081E+00
+7.37500E-03,+1.42204781E+00,+297.11059E-03,+2.77145105E+00,+2.69374990E+00
+7.40000E-03,+1.22858047E+00,+271.98496E-03,+2.75135055E+00,+2.68998106E+00
+7.42500E-03,+1.09792721E+00,+239.32164E-03,+2.79029527E+00,+2.69500619E+00
+7.45000E-03,+5.58033922E+00,+8.48052758E+00,+2.75763196E+00,+2.77540820E+00
+7.47500E-03,+5.16074124E+00,+176.50757E-03,+2.76014452E+00,+2.66234287E+00
+7.50000E-03,+5.33662063E+00,+1.71922112E+00,+2.77145105E+00,+2.74148860E+00
+7.52500E-03,+5.70094224E+00,+8.48052758E+00,+2.75135055E+00,+2.73646347E+00
+7.55000E-03,+5.78636937E+00,+5.06595476E+00,+2.77145105E+00,+2.76284538E+00
+7.57500E-03,+5.49742465E+00,+809.67339E-03,+2.76014452E+00,+2.77415191E+00
+7.60000E-03,+5.73863068E+00,+2.08605529E+00,+2.77521990E+00,+2.77415191E+00
+7.62500E-03,+5.97229902E+00,+952.88947E-03,+2.77145105E+00,+2.75279513E+00
+7.65000E-03,+5.44968596E+00,+2.88756282E+00,+2.73753145E+00,+2.75405141E+00
+7.67500E-03,+5.58285178E+00,+2.29962313E+00,+2.77396362E+00,+2.74274488E+00
+7.70000E-03,+5.51752515E+00,+7.65138186E+00,+2.75135055E+00,+2.77792076E+00
+7.72500E-03,+5.29139450E+00,+1.70163318E+00,+2.77145105E+00,+2.75279513E+00
+7.75000E-03,+5.74868093E+00,+8.48052758E+00,+2.77898874E+00,+2.76912679E+00
+7.77500E-03,+5.18335430E+00,+181.53270E-03,+2.77145105E+00,+2.64475493E+00
+7.80000E-03,+4.47732416E+00,+158.91963E-03,+2.77521990E+00,+2.69374990E+00
+7.82500E-03,+3.87430909E+00,+236.80908E-03,+2.77270733E+00,+2.67490568E+00
+7.85000E-03,+3.37933422E+00,+239.32164E-03,+2.75763196E+00,+2.67993081E+00
+7.87500E-03,+2.90948498E+00,+244.34677E-03,+2.76265708E+00,+2.68244337E+00
+7.90000E-03,+2.51501262E+00,+231.78395E-03,+2.75511939E+00,+2.68998106E+00
+7.92500E-03,+2.18335433E+00,+274.49752E-03,+2.77270733E+00,+2.69374990E+00
+7.95000E-03,+1.93209805E+00,+211.68345E-03,+2.77145105E+00,+2.68746850E+00
+7.97500E-03,+1.62305283E+00,+261.93471E-03,+2.75135055E+00,+2.68244337E+00
+8.00000E-03,+1.42958550E+00,+279.52265E-03,+2.76768221E+00,+2.67364940E+00
+8.02500E-03,+1.26124379E+00,+239.32164E-03,+2.77145105E+00,+2.67364940E+00
+8.05000E-03,+1.08787696E+00,+224.24626E-03,+2.77145105E+00,+2.67993081E+00
+8.07500E-03,+5.38687189E+00,+3.93781406E+00,+2.76014452E+00,+2.72766950E+00
+8.10000E-03,+5.24114325E+00,+199.12064E-03,+2.75511939E+00,+2.65731774E+00
+8.12500E-03,+5.85420857E+00,+8.48052758E+00,+2.77145105E+00,+2.81560920E+00
+8.15000E-03,+5.77129399E+00,+8.09359291E+00,+2.78527015E+00,+2.78797101E+00
+8.17500E-03,+5.83913319E+00,+8.48052758E+00,+2.76014452E+00,+2.75153885E+00
+8.20000E-03,+5.47229902E+00,+1.57600504E+00,+2.77145105E+00,+2.71385041E+00
+8.22500E-03,+5.37933420E+00,+8.48052758E+00,+2.73250633E+00,+2.73395091E+00
+8.25000E-03,+5.68335430E+00,+538.31661E-03,+2.76516965E+00,+2.73395091E+00
+8.27500E-03,+5.43461058E+00,+8.48052758E+00,+2.74004402E+00,+2.79425242E+00
+8.30000E-03,+5.96476133E+00,+1.91017590E+00,+2.76768221E+00,+2.75782026E+00
+8.32500E-03,+5.55270103E+00,+1.90012564E+00,+2.77145105E+00,+2.77289563E+00
+8.35000E-03,+5.34164576E+00,+3.40263819E+00,+2.78527015E+00,+2.76158910E+00
+8.37500E-03,+5.41451008E+00,+1.61118092E+00,+2.75763196E+00,+2.76284538E+00
+8.40000E-03,+5.67832917E+00,+8.48052758E+00,+2.78401387E+00,+2.76158910E+00
+8.42500E-03,+4.79893219E+00,+123.74375E-03,+2.75386311E+00,+2.67364940E+00
+8.45000E-03,+4.21099250E+00,+214.19601E-03,+2.76516965E+00,+2.69374990E+00
+8.47500E-03,+3.69089201E+00,+239.32164E-03,+2.76014452E+00,+2.68495593E+00
+8.50000E-03,+3.15069101E+00,+214.19601E-03,+2.77145105E+00,+2.69374990E+00
+8.52500E-03,+2.74868096E+00,+201.63320E-03,+2.75260683E+00,+2.69374990E+00
+8.55000E-03,+2.40194730E+00,+266.95983E-03,+2.77145105E+00,+2.69374990E+00
+8.57500E-03,+2.10546489E+00,+261.93471E-03,+2.76014452E+00,+2.68495593E+00
+8.60000E-03,+1.78385685E+00,+246.85933E-03,+2.80411437E+00,+2.67364940E+00
+8.62500E-03,+1.54516339E+00,+314.69853E-03,+2.77019477E+00,+2.67364940E+00
+8.65000E-03,+1.39440962E+00,+239.32164E-03,+2.75135055E+00,+2.68746850E+00
+8.67500E-03,+1.16325384E+00,+256.90958E-03,+2.77396362E+00,+2.70254387E+00
+8.70000E-03,+1.02003776E+00,+246.85933E-03,+2.78778271E+00,+2.68998106E+00
+8.72500E-03,+5.43963571E+00,+236.80908E-03,+2.75260683E+00,+2.67490568E+00
+8.75000E-03,+4.69340456E+00,+158.91963E-03,+2.75888824E+00,+2.69374990E+00
+8.77500E-03,+5.51250003E+00,+3.79962311E+00,+2.76265708E+00,+2.74023232E+00
+8.80000E-03,+5.22606787E+00,+118.71863E-03,+2.73878774E+00,+2.72264438E+00
+8.82500E-03,+6.03008796E+00,+1.26193470E+00,+2.77019477E+00,+2.71636297E+00
+8.85000E-03,+5.98988696E+00,+1.89007539E+00,+2.76516965E+00,+2.76033282E+00
+8.87500E-03,+5.51752515E+00,+1.16143218E+00,+2.77145105E+00,+2.75028257E+00
+8.90000E-03,+5.60043972E+00,+1.38253771E+00,+2.77145105E+00,+2.73771975E+00
+8.92500E-03,+5.48988696E+00,+390.07541E-03,+2.77145105E+00,+2.71636297E+00
+8.95000E-03,+5.89692213E+00,+2.53580403E+00,+2.75763196E+00,+2.78168960E+00
+8.97500E-03,+5.76878143E+00,+2.83731156E+00,+2.77145105E+00,+2.77415191E+00
+9.00000E-03,+5.92456032E+00,+1.19158294E+00,+2.75511939E+00,+2.77038307E+00
+9.02500E-03,+5.47983671E+00,+161.43220E-03,+2.75260683E+00,+2.67113684E+00
+9.05000E-03,+4.73109300E+00,+171.48245E-03,+2.74381286E+00,+2.67993081E+00
+9.07500E-03,+4.13310306E+00,+176.50757E-03,+2.76014452E+00,+2.69123734E+00
+9.10000E-03,+3.52003774E+00,+239.32164E-03,+2.76768221E+00,+2.66988056E+00
+9.12500E-03,+3.10797744E+00,+201.63320E-03,+2.77145105E+00,+2.71259413E+00
+9.15000E-03,+2.70847996E+00,+251.88446E-03,+2.75135055E+00,+2.67993081E+00
+9.17500E-03,+2.36425885E+00,+239.32164E-03,+2.78024502E+00,+2.68495593E+00
+9.20000E-03,+2.02506288E+00,+231.78395E-03,+2.75511939E+00,+2.68998106E+00
+9.22500E-03,+1.74365585E+00,+277.01008E-03,+2.75135055E+00,+2.69374990E+00
+9.25000E-03,+1.51501263E+00,+292.08546E-03,+2.77145105E+00,+2.67364940E+00
+9.27500E-03,+1.34164580E+00,+239.32164E-03,+2.77145105E+00,+2.68495593E+00
+9.30000E-03,+1.18837947E+00,+246.85933E-03,+2.75888824E+00,+2.66108659E+00
+9.32500E-03,+979.83676E-03,+312.18596E-03,+2.76893849E+00,+2.67364940E+00
+9.35000E-03,+5.38938445E+00,+199.12064E-03,+2.77145105E+00,+2.67993081E+00
+9.37500E-03,+4.66074124E+00,+176.50757E-03,+2.78275758E+00,+2.70505644E+00
+9.40000E-03,+5.93209801E+00,+7.99057784E+00,+2.78401387E+00,+2.79048357E+00
+9.42500E-03,+5.32405782E+00,+8.48052758E+00,+2.73250633E+00,+2.73646347E+00
+9.45000E-03,+5.42204777E+00,+1.15138193E+00,+2.75135055E+00,+2.76158910E+00
+9.47500E-03,+5.99239952E+00,+1.48555278E+00,+2.76014452E+00,+2.73646347E+00
+9.50000E-03,+5.26626887E+00,+400.12566E-03,+2.75135055E+00,+2.73018207E+00
+9.52500E-03,+5.61802766E+00,+1.84736183E+00,+2.77019477E+00,+2.77163935E+00
+9.55000E-03,+5.84667088E+00,+1.21419600E+00,+2.75763196E+00,+2.76033282E+00
+9.57500E-03,+5.57280153E+00,+1.30464826E+00,+2.75135055E+00,+2.77415191E+00
+9.60000E-03,+5.69842967E+00,+3.31469849E+00,+2.75135055E+00,+2.77038307E+00
+9.62500E-03,+5.30144475E+00,+1.30716083E+00,+2.77145105E+00,+2.75279513E+00
+9.65000E-03,+5.36174626E+00,+199.12064E-03,+2.76516965E+00,+2.66108659E+00
+9.67500E-03,+4.63812818E+00,+176.50757E-03,+2.77145105E+00,+2.66234287E+00
+9.70000E-03,+4.00244979E+00,+231.78395E-03,+2.75511939E+00,+2.67741825E+00
+9.72500E-03,+3.47229904E+00,+199.12064E-03,+2.77145105E+00,+2.67364940E+00
+9.75000E-03,+3.09792719E+00,+266.95983E-03,+2.75135055E+00,+2.68746850E+00
+9.77500E-03,+2.62305282E+00,+234.29652E-03,+2.78275758E+00,+2.68244337E+00
+9.80000E-03,+2.33159554E+00,+271.98496E-03,+2.75511939E+00,+2.67741825E+00
+9.82500E-03,+1.98486187E+00,+239.32164E-03,+2.75135055E+00,+2.69500619E+00
+9.85000E-03,+1.73109303E+00,+307.16084E-03,+2.76516965E+00,+2.69374990E+00
+9.87500E-03,+1.49742469E+00,+239.32164E-03,+2.76265708E+00,+2.68244337E+00
+9.90000E-03,+1.30898248E+00,+239.32164E-03,+2.76768221E+00,+2.69751875E+00
+9.92500E-03,+1.14064078E+00,+241.83420E-03,+2.77145105E+00,+2.67364940E+00
+9.95000E-03,+954.71113E-03,+266.95983E-03,+2.75135055E+00,+2.69374990E+00
+9.97500E-03,+5.29893219E+00,+256.90958E-03,+2.76014452E+00,+2.69374990E+00
+10.00000E-03,+5.70596736E+00,+199.12064E-03,+2.76768221E+00,+2.71008156E+00
+10.02500E-03,+5.72858043E+00,+8.44283914E+00,+2.79029527E+00,+2.73395091E+00
+10.05000E-03,+5.27883169E+00,+8.48052758E+00,+2.76516965E+00,+2.74651372E+00
+10.07500E-03,+5.72104274E+00,+1.02575379E+00,+2.77396362E+00,+2.74777000E+00
+10.10000E-03,+5.96476133E+00,+797.11058E-03,+2.75888824E+00,+2.77415191E+00
+10.12500E-03,+5.51250003E+00,+422.73873E-03,+2.75260683E+00,+2.77038307E+00
+10.15000E-03,+5.46727390E+00,+746.85932E-03,+2.79155155E+00,+2.76787051E+00
+10.17500E-03,+5.55772616E+00,+8.48052758E+00,+2.75135055E+00,+2.75656397E+00
+10.20000E-03,+5.46727390E+00,+2.78706031E+00,+2.75135055E+00,+2.77917704E+00
+10.22500E-03,+5.28385681E+00,+8.21670849E+00,+2.75260683E+00,+2.75656397E+00
+10.25000E-03,+5.42707289E+00,+1.35489952E+00,+2.77145105E+00,+2.75405141E+00
+10.27500E-03,+5.54516334E+00,+3.77701005E+00,+2.75135055E+00,+2.76284538E+00
+10.30000E-03,+4.80646988E+00,+151.38194E-03,+2.75135055E+00,+2.67741825E+00
+10.32500E-03,+4.14817843E+00,+161.43220E-03,+2.73376261E+00,+2.67490568E+00
+10.35000E-03,+3.64566588E+00,+199.12064E-03,+2.76516965E+00,+2.69374990E+00
+10.37500E-03,+3.11049000E+00,+216.70858E-03,+2.75135055E+00,+2.69374990E+00
+10.40000E-03,+2.74114327E+00,+279.52265E-03,+2.75511939E+00,+2.69751875E+00
+10.42500E-03,+2.34415835E+00,+279.52265E-03,+2.77019477E+00,+2.69374990E+00
+10.45000E-03,+2.09290207E+00,+239.32164E-03,+2.77145105E+00,+2.66736800E+00
+10.47500E-03,+1.76124379E+00,+261.93471E-03,+2.75135055E+00,+2.69374990E+00
