x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-800.00E-06,+5.31149500E+00,+1.98304022E+00,+2.77145105E+00,+2.77415191E+00
-775.00E-06,+5.40445983E+00,+6.03580399E+00,+2.77270733E+00,+2.75530769E+00
-750.00E-06,+5.82154525E+00,+892.58797E-03,+2.76391336E+00,+2.73269463E+00
-725.00E-06,+5.91199751E+00,+3.06092965E+00,+2.75135055E+00,+2.75153885E+00
-700.00E-06,+5.98737439E+00,+719.22113E-03,+2.77521990E+00,+2.77038307E+00
-675.00E-06,+5.47229902E+00,+1.68907037E+00,+2.77145105E+00,+2.77289563E+00
-650.00E-06,+5.43209802E+00,+1.18153269E+00,+2.77773246E+00,+2.74651372E+00
-625.00E-06,+5.47983671E+00,+1.66896987E+00,+2.76893849E+00,+2.73395091E+00
-600.00E-06,+5.86677138E+00,+445.35179E-03,+2.75888824E+00,+2.73897603E+00
-575.00E-06,+5.35169601E+00,+3.23680905E+00,+2.79029527E+00,+2.73395091E+00
-550.00E-06,+5.26626887E+00,+576.00506E-03,+2.77145105E+00,+2.74651372E+00
-525.00E-06,+5.85420857E+00,+2.31721107E+00,+2.74883799E+00,+2.78294588E+00
-500.00E-06,+5.35169601E+00,+2.00314072E+00,+2.78778271E+00,+2.76661423E+00
-475.00E-06,+5.46224877E+00,+1.01570354E+00,+2.77145105E+00,+2.71887553E+00
-450.00E-06,+5.83159550E+00,+2.59610554E+00,+2.77145105E+00,+2.75405141E+00
-425.00E-06,+5.41451008E+00,+1.79711057E+00,+2.77145105E+00,+2.75405141E+00
-400.00E-06,+5.91702263E+00,+8.48052758E+00,+2.73501889E+00,+2.77415191E+00
-375.00E-06,+6.04516334E+00,+877.51259E-03,+2.77145105E+00,+2.77540820E+00
-350.00E-06,+5.56526384E+00,+5.12876883E+00,+2.77145105E+00,+2.72013181E+00
-325.00E-06,+5.91953520E+00,+2.22173368E+00,+2.76265708E+00,+2.73395091E+00
-300.00E-06,+5.83410806E+00,+1.27198495E+00,+2.76768221E+00,+2.77415191E+00
-275.00E-06,+5.71601761E+00,+2.98052764E+00,+2.77019477E+00,+2.75656397E+00
-250.00E-06,+5.75370605E+00,+3.52575377E+00,+2.75763196E+00,+2.75279513E+00
-225.00E-06,+5.41953520E+00,+1.77449750E+00,+2.76265708E+00,+2.75153885E+00
-200.00E-06,+5.31149500E+00,+1.04836686E+00,+2.78778271E+00,+2.77038307E+00
-175.00E-06,+5.36928395E+00,+2.01570353E+00,+2.75260683E+00,+2.75153885E+00
-150.00E-06,+5.35672113E+00,+3.02826634E+00,+2.75763196E+00,+2.77415191E+00
-125.00E-06,+5.89943470E+00,+8.48052758E+00,+2.76265708E+00,+2.77415191E+00
-100.00E-06,+5.45722364E+00,+191.58295E-03,+2.75135055E+00,+2.69374990E+00
-75.00E-06,+4.71853019E+00,+161.43220E-03,+2.77145105E+00,+2.67364940E+00
-50.00E-06,+4.10295230E+00,+226.75883E-03,+2.75135055E+00,+2.69374990E+00
-25.00E-06,+3.54767593E+00,+216.70858E-03,+2.76014452E+00,+2.69123734E+00
-0.0E+00,+3.04516337E+00,+239.32164E-03,+2.77145105E+00,+2.68998106E+00
+25.00E-06,+2.66827895E+00,+236.80908E-03,+2.75260683E+00,+2.67616197E+00
+50.00E-06,+2.33410810E+00,+266.95983E-03,+2.76391336E+00,+2.67993081E+00
+75.00E-06,+1.98486187E+00,+239.32164E-03,+2.76265708E+00,+2.69626247E+00
+100.00E-06,+1.74365585E+00,+271.98496E-03,+2.75511939E+00,+2.67741825E+00
+125.00E-06,+1.50244982E+00,+239.32164E-03,+2.75260683E+00,+2.67490568E+00
+150.00E-06,+1.35672118E+00,+239.32164E-03,+2.74381286E+00,+2.67993081E+00
+175.00E-06,+1.15822872E+00,+251.88446E-03,+2.76014452E+00,+2.68244337E+00
+200.00E-06,+954.71113E-03,+287.06033E-03,+2.75511939E+00,+2.69374990E+00
+225.00E-06,+859.23374E-03,+241.83420E-03,+2.77145105E+00,+2.67616197E+00
+250.00E-06,+778.83174E-03,+239.32164E-03,+2.77145105E+00,+2.69374990E+00
+275.00E-06,+675.81666E-03,+256.90958E-03,+2.76265708E+00,+2.68244337E+00
+300.00E-06,+5.50747490E+00,+8.48052758E+00,+2.76768221E+00,+2.79425242E+00
+325.00E-06,+5.28134425E+00,+7.95540196E+00,+2.77019477E+00,+2.75279513E+00
+350.00E-06,+5.94717339E+00,+8.25942206E+00,+2.76516965E+00,+2.78797101E+00
+375.00E-06,+5.55772616E+00,+636.30656E-03,+2.77145105E+00,+2.75656397E+00
+400.00E-06,+5.73109299E+00,+2.63630654E+00,+2.77521990E+00,+2.77415191E+00
+425.00E-06,+5.51250003E+00,+1.12374374E+00,+2.75135055E+00,+2.77540820E+00
+450.00E-06,+5.48234927E+00,+8.48052758E+00,+2.77145105E+00,+2.74148860E+00
+475.00E-06,+5.58536435E+00,+1.08103018E+00,+2.77145105E+00,+2.74777000E+00
+500.00E-06,+6.04516334E+00,+8.48052758E+00,+2.76768221E+00,+2.77038307E+00
+525.00E-06,+5.74365580E+00,+887.56284E-03,+2.77019477E+00,+2.71510669E+00
+550.00E-06,+5.40697239E+00,+1.95037690E+00,+2.73753145E+00,+2.72766950E+00
+575.00E-06,+5.43963571E+00,+1.82977389E+00,+2.78275758E+00,+2.77415191E+00
+600.00E-06,+5.80395731E+00,+869.97490E-03,+2.78778271E+00,+2.74148860E+00
+625.00E-06,+5.20345480E+00,+196.60807E-03,+2.77270733E+00,+2.63344840E+00
+650.00E-06,+4.51752516E+00,+199.12064E-03,+2.75135055E+00,+2.69374990E+00
+675.00E-06,+3.93209803E+00,+221.73370E-03,+2.75135055E+00,+2.68495593E+00
+700.00E-06,+3.43209804E+00,+206.65833E-03,+2.77145105E+00,+2.68998106E+00
+725.00E-06,+2.98737443E+00,+201.63320E-03,+2.77145105E+00,+2.67616197E+00
+750.00E-06,+2.54767594E+00,+239.32164E-03,+2.77145105E+00,+2.67364940E+00
+775.00E-06,+2.24365584E+00,+239.32164E-03,+2.76893849E+00,+2.69374990E+00
+800.00E-06,+1.91199755E+00,+312.18596E-03,+2.77145105E+00,+2.68998106E+00
+825.00E-06,+1.73863072E+00,+239.32164E-03,+2.77019477E+00,+2.69249362E+00
+850.00E-06,+1.44717344E+00,+307.16084E-03,+2.78527015E+00,+2.67993081E+00
+875.00E-06,+1.26124379E+00,+261.93471E-03,+2.77145105E+00,+2.68495593E+00
+900.00E-06,+1.09290208E+00,+279.52265E-03,+2.76768221E+00,+2.71008156E+00
+925.00E-06,+942.14832E-03,+279.52265E-03,+2.75260683E+00,+2.67490568E+00
+950.00E-06,+874.30912E-03,+264.44727E-03,+2.75763196E+00,+2.70756900E+00
+975.00E-06,+721.04279E-03,+239.32164E-03,+2.76265708E+00,+2.67364940E+00
+1.00000E-03,+5.55772616E+00,+8.48052758E+00,+2.77145105E+00,+2.77792076E+00
+1.02500E-03,+5.50998746E+00,+158.91963E-03,+2.73501889E+00,+2.67364940E+00
+1.05000E-03,+5.98234927E+00,+766.95983E-03,+2.75135055E+00,+2.77415191E+00
+1.07500E-03,+5.61551510E+00,+1.41771359E+00,+2.76014452E+00,+2.78545845E+00
+1.10000E-03,+5.80144475E+00,+1.02324123E+00,+2.77521990E+00,+2.70128759E+00
+1.12500E-03,+5.31149500E+00,+2.59108041E+00,+2.77145105E+00,+2.73771975E+00
+1.15000E-03,+5.45219852E+00,+2.06092966E+00,+2.77145105E+00,+2.73395091E+00
+1.17500E-03,+5.40948495E+00,+1.89258796E+00,+2.73125005E+00,+2.78545845E+00
+1.20000E-03,+5.40948495E+00,+279.52265E-03,+2.78778271E+00,+2.75405141E+00
+1.22500E-03,+5.78636937E+00,+2.27952262E+00,+2.77145105E+00,+2.73395091E+00
+1.25000E-03,+5.80898244E+00,+8.48052758E+00,+2.75888824E+00,+2.72641322E+00
+1.27500E-03,+5.48486184E+00,+1.51570354E+00,+2.77145105E+00,+2.77415191E+00
+1.30000E-03,+5.37179651E+00,+8.48052758E+00,+2.77521990E+00,+2.74148860E+00
+1.32500E-03,+5.64064073E+00,+8.48052758E+00,+2.77145105E+00,+2.79173985E+00
+1.35000E-03,+4.86677139E+00,+214.19601E-03,+2.77145105E+00,+2.69374990E+00
+1.37500E-03,+4.23109300E+00,+163.94476E-03,+2.76014452E+00,+2.69374990E+00
+1.40000E-03,+3.64064075E+00,+206.65833E-03,+2.75135055E+00,+2.66108659E+00
+1.42500E-03,+3.15069101E+00,+239.32164E-03,+2.75260683E+00,+2.67490568E+00
+1.45000E-03,+2.70847996E+00,+251.88446E-03,+2.77145105E+00,+2.69374990E+00
+1.47500E-03,+2.40445986E+00,+279.52265E-03,+2.76014452E+00,+2.69123734E+00
+1.50000E-03,+2.03260057E+00,+287.06033E-03,+2.78778271E+00,+2.68118709E+00
+1.52500E-03,+1.82405785E+00,+277.01008E-03,+2.77145105E+00,+2.67364940E+00
+1.55000E-03,+1.59792720E+00,+239.32164E-03,+2.76516965E+00,+2.68746850E+00
+1.57500E-03,+1.35923374E+00,+256.90958E-03,+2.76265708E+00,+2.68244337E+00
+1.60000E-03,+1.14817846E+00,+271.98496E-03,+2.77521990E+00,+2.67364940E+00
+1.62500E-03,+1.02003776E+00,+239.32164E-03,+2.77145105E+00,+2.69500619E+00
+1.65000E-03,+899.43475E-03,+292.08546E-03,+2.77773246E+00,+2.68118709E+00
+1.67500E-03,+773.80661E-03,+261.93471E-03,+2.76014452E+00,+2.67364940E+00
+1.70000E-03,+698.42973E-03,+312.18596E-03,+2.77145105E+00,+2.69374990E+00
+1.72500E-03,+5.24114325E+00,+8.48052758E+00,+2.75260683E+00,+2.79173985E+00
+1.75000E-03,+5.47229902E+00,+8.48052758E+00,+2.77145105E+00,+2.78797101E+00
+1.77500E-03,+5.46727390E+00,+804.64827E-03,+2.78024502E+00,+2.77163935E+00
+1.80000E-03,+5.30144475E+00,+1.82977389E+00,+2.77145105E+00,+2.74651372E+00
+1.82500E-03,+5.27883169E+00,+2.05841710E+00,+2.75260683E+00,+2.75279513E+00
+1.85000E-03,+5.88435932E+00,+1.79711057E+00,+2.77145105E+00,+2.75279513E+00
+1.87500E-03,+5.51250003E+00,+1.35489952E+00,+2.77145105E+00,+2.73395091E+00
+1.90000E-03,+5.76878143E+00,+1.05087942E+00,+2.78401387E+00,+2.75782026E+00
+1.92500E-03,+5.59038947E+00,+3.31218593E+00,+2.77019477E+00,+2.75530769E+00
+1.95000E-03,+5.68837942E+00,+3.10866834E+00,+2.75763196E+00,+2.76158910E+00
+1.97500E-03,+5.59290204E+00,+3.66394472E+00,+2.76014452E+00,+2.74902629E+00
+2.00000E-03,+5.50747490E+00,+2.35238695E+00,+2.77145105E+00,+2.73771975E+00
+2.02500E-03,+5.82154525E+00,+8.48052758E+00,+2.77019477E+00,+2.73771975E+00
+2.05000E-03,+5.22858043E+00,+131.28144E-03,+2.74506914E+00,+2.64098609E+00
+2.07500E-03,+4.54013823E+00,+199.12064E-03,+2.78275758E+00,+2.68244337E+00
+2.10000E-03,+3.89692215E+00,+199.12064E-03,+2.75135055E+00,+2.69374990E+00
+2.12500E-03,+3.46727392E+00,+199.12064E-03,+2.77270733E+00,+2.67364940E+00
+2.15000E-03,+2.96476136E+00,+254.39702E-03,+2.76391336E+00,+2.67993081E+00
+2.17500E-03,+2.56526388E+00,+261.93471E-03,+2.76265708E+00,+2.66485543E+00
+2.20000E-03,+2.26626891E+00,+287.06033E-03,+2.78778271E+00,+2.69374990E+00
+2.22500E-03,+1.94717343E+00,+279.52265E-03,+2.77019477E+00,+2.69374990E+00
+2.25000E-03,+1.67581665E+00,+307.16084E-03,+2.75763196E+00,+2.69374990E+00
+2.27500E-03,+1.45722369E+00,+261.93471E-03,+2.75135055E+00,+2.65354890E+00
+2.30000E-03,+1.25370610E+00,+279.52265E-03,+2.78024502E+00,+2.69374990E+00
+2.32500E-03,+1.06275133E+00,+241.83420E-03,+2.77019477E+00,+2.67490568E+00
+2.35000E-03,+979.83676E-03,+279.52265E-03,+2.77145105E+00,+2.68746850E+00
+2.37500E-03,+814.00761E-03,+302.13571E-03,+2.74255658E+00,+2.67364940E+00
+2.40000E-03,+5.54516334E+00,+3.67902010E+00,+2.76768221E+00,+2.75782026E+00
+2.42500E-03,+5.78385681E+00,+8.48052758E+00,+2.75135055E+00,+2.79299613E+00
+2.45000E-03,+5.72606786E+00,+7.65891955E+00,+2.76516965E+00,+2.72641322E+00
+2.47500E-03,+5.64817842E+00,+1.39761309E+00,+2.76014452E+00,+2.74274488E+00
+2.50000E-03,+5.76878143E+00,+1.80716082E+00,+2.75135055E+00,+2.75028257E+00
+2.52500E-03,+5.84918344E+00,+998.11560E-03,+2.77019477E+00,+2.73395091E+00
+2.55000E-03,+5.25370606E+00,+2.38756282E+00,+2.75763196E+00,+2.72013181E+00
+2.57500E-03,+5.51250003E+00,+1.98304022E+00,+2.75135055E+00,+2.74525744E+00
+2.60000E-03,+5.46978646E+00,+1.77701007E+00,+2.76768221E+00,+2.77917704E+00
+2.62500E-03,+5.45471108E+00,+1.42022615E+00,+2.77145105E+00,+2.75153885E+00
+2.65000E-03,+5.88184676E+00,+2.47298996E+00,+2.77145105E+00,+2.75530769E+00
+2.67500E-03,+5.71601761E+00,+2.68907036E+00,+2.78024502E+00,+2.74023232E+00
+2.70000E-03,+5.63059048E+00,+3.28957287E+00,+2.77145105E+00,+2.77038307E+00
+2.72500E-03,+5.27631912E+00,+158.91963E-03,+2.77019477E+00,+2.61334790E+00
+2.75000E-03,+4.58536436E+00,+214.19601E-03,+2.77145105E+00,+2.66736800E+00
+2.77500E-03,+3.97229904E+00,+261.93471E-03,+2.76265708E+00,+2.69123734E+00
+2.80000E-03,+3.43209804E+00,+206.65833E-03,+2.73501889E+00,+2.66108659E+00
+2.82500E-03,+2.98988699E+00,+277.01008E-03,+2.75260683E+00,+2.69249362E+00
+2.85000E-03,+2.56023875E+00,+251.88446E-03,+2.77145105E+00,+2.69374990E+00
+2.87500E-03,+2.26626891E+00,+239.32164E-03,+2.78024502E+00,+2.68495593E+00
+2.90000E-03,+1.98486187E+00,+319.72365E-03,+2.75511939E+00,+2.67741825E+00
+2.92500E-03,+1.70094228E+00,+314.69853E-03,+2.77145105E+00,+2.69249362E+00
+2.95000E-03,+1.47481163E+00,+307.16084E-03,+2.75763196E+00,+2.68746850E+00
+2.97500E-03,+1.27883173E+00,+261.93471E-03,+2.78024502E+00,+2.68244337E+00
+3.00000E-03,+1.10043977E+00,+239.32164E-03,+2.75511939E+00,+2.69374990E+00
+3.02500E-03,+939.63575E-03,+201.63320E-03,+2.75260683E+00,+2.71133784E+00
+3.05000E-03,+5.40194726E+00,+239.32164E-03,+2.77773246E+00,+2.67364940E+00
+3.07500E-03,+4.67832918E+00,+158.91963E-03,+2.77145105E+00,+2.68495593E+00
+3.10000E-03,+5.43461058E+00,+8.48052758E+00,+2.77145105E+00,+2.76158910E+00
+3.12500E-03,+5.36928395E+00,+6.29459796E+00,+2.77019477E+00,+2.75656397E+00
+3.15000E-03,+5.89440957E+00,+5.73178389E+00,+2.77145105E+00,+2.76158910E+00
+3.17500E-03,+5.50496234E+00,+993.09048E-03,+2.77145105E+00,+2.75405141E+00
+3.20000E-03,+5.55521359E+00,+782.03520E-03,+2.75135055E+00,+2.75782026E+00
+3.22500E-03,+6.03511309E+00,+1.08103018E+00,+2.77145105E+00,+2.71761925E+00
+3.25000E-03,+5.50747490E+00,+2.53077890E+00,+2.78527015E+00,+2.78797101E+00
+3.27500E-03,+5.88938444E+00,+1.19660806E+00,+2.77145105E+00,+2.74274488E+00
