x-axis,1,2,3
second,Volt,Volt,Volt
-144.20800E-06,-1.80073227E-03,-657.74057E-06,+16.95188347E-03
-144.19200E-06,-2.05700843E-03,-816.73638E-06,+16.63807593E-03
-144.17600E-06,-2.03608793E-03,-1.06778240E-03,+16.63807593E-03
-144.16000E-06,-1.96809629E-03,-1.21004182E-03,+16.99372448E-03
-144.14400E-06,-2.04654818E-03,-979.91629E-06,+17.30753202E-03
-144.12800E-06,-2.04654818E-03,-666.10877E-06,+16.95188347E-03
-144.11200E-06,-2.13546032E-03,-808.36818E-06,+16.99372448E-03
-144.09600E-06,-2.12500006E-03,-507.11295E-06,+16.95188347E-03
-144.08000E-06,-2.04654818E-03,-343.93304E-06,+16.63807593E-03
-144.06400E-06,-2.22437245E-03,-389.95814E-06,+16.63807593E-03
-144.04800E-06,-2.02562768E-03,-620.08367E-06,+16.63807593E-03
-144.03200E-06,-1.97855655E-03,-578.24266E-06,+16.99372448E-03
-144.01600E-06,-2.21391220E-03,-477.82425E-06,+16.95188347E-03
-144.00000E-06,-2.12500006E-03,-737.23847E-06,+16.99372448E-03
-143.98400E-06,-1.95763604E-03,-159.83262E-06,+16.95188347E-03
-143.96800E-06,-1.70135988E-03,-164.01673E-06,+16.63807593E-03
-143.95200E-06,-1.54445611E-03,-594.97906E-06,+16.63807593E-03
-143.93600E-06,-1.63336825E-03,-461.08785E-06,+16.28242739E-03
-143.92000E-06,-1.88964441E-03,-753.97488E-06,+16.32426839E-03
-143.90400E-06,-2.13546032E-03,-498.74475E-06,+16.63807593E-03
-143.88800E-06,-2.12500006E-03,-352.30124E-06,+16.63807593E-03
-143.87200E-06,-2.22437245E-03,-452.71965E-06,+16.63807593E-03
-143.85600E-06,-2.29236409E-03,-335.56484E-06,+16.63807593E-03
-143.84000E-06,-2.21391220E-03,-327.19664E-06,+15.92677884E-03
-143.82400E-06,-2.39173647E-03,-122.17572E-06,+15.65481231E-03
-143.80800E-06,-2.54864024E-03,+74.47700E-06,+16.32426839E-03
-143.79200E-06,-2.54864024E-03,-218.41003E-06,+16.63807593E-03
-143.77600E-06,-2.72646452E-03,-389.95814E-06,+16.63807593E-03
-143.76000E-06,-2.97228042E-03,-691.21337E-06,+16.63807593E-03
-143.74400E-06,-3.13964445E-03,-641.00417E-06,+16.28242739E-03
-143.72800E-06,-3.30700847E-03,-620.08367E-06,+15.96861985E-03
-143.71200E-06,-3.29654822E-03,-578.24266E-06,+16.32426839E-03
-143.69600E-06,-3.21809633E-03,-122.17572E-06,+16.28242739E-03
-143.68000E-06,-3.30700847E-03,-565.69036E-06,+16.32426839E-03
-143.66400E-06,-3.38546035E-03,-783.26358E-06,+16.63807593E-03
-143.64800E-06,-3.20763608E-03,-674.47697E-06,+16.28242739E-03
-143.63200E-06,-3.22855658E-03,-871.12969E-06,+15.96861985E-03
-143.61600E-06,-3.38546035E-03,-649.37237E-06,+15.96861985E-03
-143.60000E-06,-3.20763608E-03,-682.84517E-06,+15.96861985E-03
-143.58400E-06,-2.96182017E-03,-791.63178E-06,+16.32426839E-03
-143.56800E-06,-3.06119256E-03,-737.23847E-06,+16.28242739E-03
-143.55200E-06,-3.30700847E-03,-942.25939E-06,+15.96861985E-03
-143.53600E-06,-3.02981181E-03,-1.06778240E-03,+15.96861985E-03
-143.52000E-06,-2.80491640E-03,-996.65270E-06,+15.96861985E-03
-143.50400E-06,-2.88336829E-03,-862.76149E-06,+16.32426839E-03
-143.48800E-06,-2.61663188E-03,-1.22677822E-03,+16.28242739E-03
-143.47200E-06,-2.64801263E-03,-1.17656901E-03,+15.96861985E-03
-143.45600E-06,-2.61663188E-03,-1.01338910E-03,+15.96861985E-03
-143.44000E-06,-2.38127622E-03,-1.20167361E-03,+16.32426839E-03
-143.42400E-06,-2.38127622E-03,-774.89538E-06,+16.28242739E-03
-143.40800E-06,-2.20345195E-03,-682.84517E-06,+16.32426839E-03
-143.39200E-06,-2.31328459E-03,-1.00502090E-03,+16.63807593E-03
-143.37600E-06,-2.72646452E-03,-783.26358E-06,+16.28242739E-03
-143.36000E-06,-2.61663188E-03,-532.21756E-06,+15.96861985E-03
-143.34400E-06,-2.38127622E-03,-389.95814E-06,+16.32426839E-03
-143.32800E-06,-2.55910050E-03,-406.69455E-06,+15.92677884E-03
-143.31200E-06,-2.62709213E-03,-389.95814E-06,+15.65481231E-03
-143.29600E-06,-2.63755238E-03,-264.43513E-06,+15.96861985E-03
-143.28000E-06,-2.71600427E-03,-335.56484E-06,+15.61297130E-03
-143.26400E-06,-2.71600427E-03,-113.80752E-06,+15.65481231E-03
-143.24800E-06,-2.98274068E-03,-76.15062E-06,+15.96861985E-03
-143.23200E-06,-3.21809633E-03,+20.08369E-06,+15.96861985E-03
-143.21600E-06,-3.12918419E-03,+57.74059E-06,+15.61297130E-03
-143.20000E-06,-2.87290804E-03,-130.54392E-06,+16.01046085E-03
-143.18400E-06,-2.89382854E-03,-130.54392E-06,+16.28242739E-03
-143.16800E-06,-3.13964445E-03,-486.19245E-06,+15.96861985E-03
-143.15200E-06,-3.30700847E-03,-586.61086E-06,+15.96861985E-03
-143.13600E-06,-3.56328463E-03,-256.06693E-06,+15.96861985E-03
-143.12000E-06,-3.45345199E-03,-130.54392E-06,+15.61297130E-03
-143.10400E-06,-3.75156915E-03,-343.93304E-06,+15.65481231E-03
-143.08800E-06,-3.77771978E-03,-674.47697E-06,+15.96861985E-03
-143.07200E-06,-3.56328463E-03,-657.74057E-06,+15.96861985E-03
-143.05600E-06,-3.54236412E-03,-176.56903E-06,+15.61297130E-03
-143.04000E-06,-3.56328463E-03,-360.66944E-06,+16.01046085E-03
-143.02400E-06,-3.63127626E-03,-657.74057E-06,+15.92677884E-03
-143.00800E-06,-3.73064865E-03,-461.08785E-06,+15.65481231E-03
-142.99200E-06,-3.88755242E-03,-896.23429E-06,+15.96861985E-03
-142.97600E-06,-4.15428883E-03,-1.05104600E-03,+15.61297130E-03
-142.96000E-06,-3.85617166E-03,-728.87027E-06,+14.94351521E-03
-142.94400E-06,-3.47437249E-03,-452.71965E-06,+15.34100477E-03
-142.92800E-06,-3.73064865E-03,-406.69455E-06,+15.61297130E-03
-142.91200E-06,-3.79864028E-03,-532.21756E-06,+15.65481231E-03
-142.89600E-06,-3.89801267E-03,-745.60668E-06,+15.61297130E-03
-142.88000E-06,-3.78818003E-03,-933.89119E-06,+15.65481231E-03
-142.86400E-06,-3.55282438E-03,-649.37237E-06,+15.61297130E-03
-142.84800E-06,-3.73064865E-03,-682.84517E-06,+15.29916376E-03
-142.83200E-06,-3.70972815E-03,-933.89119E-06,+15.29916376E-03
-142.81600E-06,-3.64173651E-03,-1.14728031E-03,+15.29916376E-03
-142.80000E-06,-3.54236412E-03,-1.19330541E-03,+15.29916376E-03
-142.78400E-06,-3.56328463E-03,-854.39328E-06,+15.29916376E-03
-142.76800E-06,-3.72018840E-03,-594.97906E-06,+14.94351521E-03
-142.75200E-06,-3.72018840E-03,-532.21756E-06,+14.98535622E-03
-142.73600E-06,-3.89801267E-03,-532.21756E-06,+15.65481231E-03
-142.72000E-06,-3.96600430E-03,-745.60668E-06,+15.61297130E-03
-142.70400E-06,-3.97646456E-03,-791.63178E-06,+15.29916376E-03
-142.68800E-06,-3.78818003E-03,-879.49789E-06,+15.29916376E-03
-142.67200E-06,-3.90847292E-03,-925.52299E-06,+14.94351521E-03
-142.65600E-06,-4.04445619E-03,-657.74057E-06,+14.98535622E-03
-142.64000E-06,-3.79864028E-03,-745.60668E-06,+15.29916376E-03
-142.62400E-06,-3.89801267E-03,-507.11295E-06,+15.29916376E-03
-142.60800E-06,-3.96600430E-03,-628.45187E-06,+15.29916376E-03
-142.59200E-06,-3.97646456E-03,-641.00417E-06,+15.65481231E-03
-142.57600E-06,-4.14382858E-03,-335.56484E-06,+15.61297130E-03
-142.56000E-06,-4.04445619E-03,-611.71546E-06,+14.94351521E-03
-142.54400E-06,-3.88755242E-03,-586.61086E-06,+14.62970767E-03
-142.52800E-06,-4.06537669E-03,-540.58576E-06,+14.98535622E-03
-142.51200E-06,-4.22228046E-03,-594.97906E-06,+15.29916376E-03
-142.49600E-06,-4.22228046E-03,-674.47697E-06,+14.94351521E-03
-142.48000E-06,-4.22228046E-03,-799.99998E-06,+14.62970767E-03
-142.46400E-06,-4.22228046E-03,-444.35145E-06,+14.98535622E-03
-142.44800E-06,-4.31119260E-03,-415.06275E-06,+15.29916376E-03
-142.43200E-06,-4.56746876E-03,-808.36818E-06,+14.94351521E-03
-142.41600E-06,-4.45763612E-03,-578.24266E-06,+14.98535622E-03
-142.40000E-06,-4.22228046E-03,-548.95396E-06,+14.94351521E-03
-142.38400E-06,-4.22228046E-03,-230.96233E-06,+14.62970767E-03
-142.36800E-06,-4.31119260E-03,-369.03764E-06,+14.62970767E-03
-142.35200E-06,-4.38964448E-03,-1.21841002E-03,+14.62970767E-03
-142.33600E-06,-4.38964448E-03,-758.15897E-06,+14.27405912E-03
-142.32000E-06,-4.38964448E-03,-130.54392E-06,+14.67154868E-03
-142.30400E-06,-4.21182021E-03,-343.93304E-06,+14.94351521E-03
-142.28800E-06,-4.49947712E-03,-958.99579E-06,+14.62970767E-03
-142.27200E-06,-4.71391228E-03,-624.26776E-06,+14.98535622E-03
-142.25600E-06,-4.37918423E-03,-352.30124E-06,+14.94351521E-03
-142.24000E-06,-4.22228046E-03,-594.97906E-06,+14.98535622E-03
-142.22400E-06,-4.22228046E-03,-603.34726E-06,+14.94351521E-03
-142.20800E-06,-4.31119260E-03,-808.36818E-06,+14.62970767E-03
-142.19200E-06,-4.21182021E-03,-364.85354E-06,+14.62970767E-03
-142.17600E-06,-4.14382858E-03,+137.23850E-06,+14.62970767E-03
-142.16000E-06,-4.31119260E-03,-147.28032E-06,+14.62970767E-03
-142.14400E-06,-4.38964448E-03,-753.97488E-06,+14.62970767E-03
-142.12800E-06,-4.56746876E-03,-1.06778240E-03,+14.62970767E-03
-142.11200E-06,-4.54654825E-03,-925.52299E-06,+14.27405912E-03
-142.09600E-06,-4.47855662E-03,-515.48115E-06,+13.96025158E-03
-142.08000E-06,-4.46809637E-03,-477.82425E-06,+14.31590013E-03
-142.06400E-06,-4.38964448E-03,-879.49789E-06,+14.27405912E-03
-142.04800E-06,-4.38964448E-03,-1.49456064E-03,+14.31590013E-03
-142.03200E-06,-4.38964448E-03,-804.18408E-06,+14.62970767E-03
-142.01600E-06,-4.56746876E-03,-218.41003E-06,+14.27405912E-03
-142.00000E-06,-4.63546039E-03,-958.99579E-06,+13.96025158E-03
-141.98400E-06,-4.55700851E-03,-979.91629E-06,+14.67154868E-03
-141.96800E-06,-4.73483278E-03,-808.36818E-06,+14.94351521E-03
-141.95200E-06,-4.71391228E-03,-578.24266E-06,+14.62970767E-03
-141.93600E-06,-4.91265705E-03,-406.69455E-06,+14.62970767E-03
-141.92000E-06,-4.95972818E-03,-816.73638E-06,+14.62970767E-03
-141.90400E-06,-4.99110894E-03,-1.06778240E-03,+14.27405912E-03
-141.88800E-06,-4.95972818E-03,-854.39328E-06,+14.31590013E-03
-141.87200E-06,-4.90219680E-03,-381.58994E-06,+14.62970767E-03
-141.85600E-06,-5.23692484E-03,-486.19245E-06,+14.98535622E-03
-141.84000E-06,-5.39382861E-03,-799.99998E-06,+14.58786666E-03
-141.82400E-06,-5.39382861E-03,-515.48115E-06,+14.31590013E-03
-141.80800E-06,-5.39382861E-03,-335.56484E-06,+14.62970767E-03
-141.79200E-06,-5.48274075E-03,-469.45605E-06,+14.27405912E-03
-141.77600E-06,-5.38336836E-03,-532.21756E-06,+14.31590013E-03
-141.76000E-06,-5.31537673E-03,-674.47697E-06,+14.62970767E-03
-141.74400E-06,-5.21600434E-03,-799.99998E-06,+14.27405912E-03
-141.72800E-06,-5.05910057E-03,-586.61086E-06,+13.60460304E-03
-141.71200E-06,-4.88127630E-03,-256.06693E-06,+13.64644404E-03
-141.69600E-06,-4.54654825E-03,-343.93304E-06,+13.96025158E-03
-141.68000E-06,-4.47855662E-03,-532.21756E-06,+13.96025158E-03
-141.66400E-06,-4.46809637E-03,-318.82844E-06,+13.96025158E-03
-141.64800E-06,-4.38964448E-03,-699.58157E-06,+13.96025158E-03
-141.63200E-06,-4.21182021E-03,-846.02508E-06,+14.31590013E-03
-141.61600E-06,-4.05491644E-03,-318.82844E-06,+14.62970767E-03
-141.60000E-06,-3.69926789E-03,-628.45187E-06,+14.62970767E-03
-141.58400E-06,-3.83002104E-03,-641.00417E-06,+14.27405912E-03
-141.56800E-06,-4.04445619E-03,-406.69455E-06,+13.96025158E-03
-141.55200E-06,-3.88755242E-03,-603.34726E-06,+13.96025158E-03
-141.53600E-06,-3.97646456E-03,-523.84936E-06,+13.96025158E-03
-141.52000E-06,-3.96600430E-03,-682.84517E-06,+13.96025158E-03
-141.50400E-06,-3.88755242E-03,-507.11295E-06,+13.96025158E-03
-141.48800E-06,-4.15428883E-03,-415.06275E-06,+13.96025158E-03
-141.47200E-06,-4.38964448E-03,-594.97906E-06,+13.96025158E-03
-141.45600E-06,-4.38964448E-03,-389.95814E-06,+13.96025158E-03
-141.44000E-06,-4.65638089E-03,-548.95396E-06,+13.96025158E-03
-141.42400E-06,-4.89173655E-03,-728.87027E-06,+13.96025158E-03
-141.40800E-06,-4.89173655E-03,-808.36818E-06,+14.31590013E-03
-141.39200E-06,-4.89173655E-03,-862.76149E-06,+14.27405912E-03
-141.37600E-06,-4.89173655E-03,-586.61086E-06,+13.96025158E-03
-141.36000E-06,-5.15847296E-03,-611.71546E-06,+13.96025158E-03
-141.34400E-06,-5.21600434E-03,-728.87027E-06,+13.96025158E-03
-141.32800E-06,-5.23692484E-03,-594.97906E-06,+13.96025158E-03
-141.31200E-06,-5.30491648E-03,-532.21756E-06,+13.96025158E-03
-141.29600E-06,-5.13755246E-03,-674.47697E-06,+13.96025158E-03
-141.28000E-06,-4.97018843E-03,-871.12969E-06,+13.60460304E-03
-141.26400E-06,-4.80282441E-03,-720.50207E-06,+13.64644404E-03
-141.24800E-06,-4.81328466E-03,-461.08785E-06,+13.96025158E-03
-141.23200E-06,-4.80282441E-03,-469.45605E-06,+13.60460304E-03
-141.21600E-06,-4.54654825E-03,-674.47697E-06,+14.00209259E-03
-141.20000E-06,-4.21182021E-03,-942.25939E-06,+14.27405912E-03
-141.18400E-06,-4.23274071E-03,-712.13387E-06,+13.96025158E-03
-141.16800E-06,-4.03399594E-03,-540.58576E-06,+13.96025158E-03
-141.15200E-06,-3.89801267E-03,-381.58994E-06,+13.96025158E-03
-141.13600E-06,-3.96600430E-03,-343.93304E-06,+13.96025158E-03
-141.12000E-06,-3.97646456E-03,-745.60668E-06,+13.60460304E-03
-141.10400E-06,-3.87709217E-03,-649.37237E-06,+13.64644404E-03
-141.08800E-06,-3.72018840E-03,-611.71546E-06,+13.96025158E-03
-141.07200E-06,-3.80910053E-03,-871.12969E-06,+13.60460304E-03
-141.05600E-06,-3.79864028E-03,-720.50207E-06,+13.64644404E-03
-141.04000E-06,-3.80910053E-03,-603.34726E-06,+13.96025158E-03
-141.02400E-06,-3.88755242E-03,-381.58994E-06,+13.96025158E-03
-141.00800E-06,-3.88755242E-03,-557.32216E-06,+13.60460304E-03
-140.99200E-06,-4.06537669E-03,-649.37237E-06,+13.64644404E-03
-140.97600E-06,-4.31119260E-03,-327.19664E-06,+13.60460304E-03
-140.96000E-06,-4.21182021E-03,-620.08367E-06,+13.29079550E-03
-140.94400E-06,-4.05491644E-03,-720.50207E-06,+13.29079550E-03
-140.92800E-06,-4.05491644E-03,-745.60668E-06,+13.64644404E-03
-140.91200E-06,-4.23274071E-03,-720.50207E-06,+13.96025158E-03
-140.89600E-06,-4.65638089E-03,-461.08785E-06,+13.60460304E-03
-140.88000E-06,-4.89173655E-03,-753.97488E-06,+13.29079550E-03
-140.86400E-06,-4.89173655E-03,-641.00416E-06,+13.29079550E-03
-140.84800E-06,-4.80282441E-03,-620.08367E-06,+13.64644404E-03
-140.83200E-06,-4.72437253E-03,-791.63178E-06,+13.60460304E-03
-140.81600E-06,-4.81328466E-03,-666.10877E-06,+13.29079550E-03
-140.80000E-06,-4.71391228E-03,-737.23847E-06,+13.64644404E-03
-140.78400E-06,-4.46809637E-03,-515.48115E-06,+13.60460304E-03
-140.76800E-06,-4.38964448E-03,-833.47278E-06,+13.64644404E-03
-140.75200E-06,-4.12290807E-03,-837.65688E-06,+13.60460304E-03
-140.73600E-06,-4.15428883E-03,-256.06693E-06,+13.29079550E-03
-140.72000E-06,-4.21182021E-03,-343.93304E-06,+13.29079550E-03
-140.70400E-06,-4.23274071E-03,-389.95814E-06,+13.29079550E-03
-140.68800E-06,-4.47855662E-03,-762.34308E-06,+13.29079550E-03
-140.67200E-06,-4.37918423E-03,-846.02508E-06,+13.29079550E-03
-140.65600E-06,-4.13336833E-03,-461.08785E-06,+13.29079550E-03
-140.64000E-06,-4.23274071E-03,-753.97488E-06,+12.93514695E-03
-140.62400E-06,-4.38964448E-03,-925.52299E-06,+12.62133941E-03
-140.60800E-06,-4.21182021E-03,-799.99998E-06,+12.62133941E-03
-140.59200E-06,-4.32165285E-03,-586.61086E-06,+12.97698796E-03
-140.57600E-06,-4.37918423E-03,-540.58576E-06,+13.29079550E-03
-140.56000E-06,-4.31119260E-03,-594.97906E-06,+13.29079550E-03
-140.54400E-06,-4.47855662E-03,-532.21756E-06,+13.29079550E-03
-140.52800E-06,-4.64592064E-03,-745.60668E-06,+13.29079550E-03
-140.51200E-06,-4.63546039E-03,-1.14728031E-03,+13.29079550E-03
-140.49600E-06,-4.64592064E-03,-1.05104600E-03,+12.93514695E-03
-140.48000E-06,-4.81328466E-03,-728.87027E-06,+12.97698796E-03
-140.46400E-06,-4.80282441E-03,-310.46024E-06,+13.29079550E-03
-140.44800E-06,-4.63546039E-03,+74.47700E-06,+12.57949840E-03
-140.43200E-06,-4.46809637E-03,-289.53974E-06,+12.30753187E-03
-140.41600E-06,-4.38964448E-03,-666.10877E-06,+12.62133941E-03
-140.40000E-06,-4.38964448E-03,-879.49789E-06,+12.97698796E-03
-140.38400E-06,-4.65638089E-03,-641.00416E-06,+12.93514695E-03
-140.36800E-06,-4.80282441E-03,-691.21337E-06,+12.97698796E-03
-140.35200E-06,-4.72437253E-03,-783.26358E-06,+13.29079550E-03
-140.33600E-06,-4.63546039E-03,-674.47697E-06,+13.29079550E-03
-140.32000E-06,-4.46809637E-03,-586.61086E-06,+13.29079550E-03
-140.30400E-06,-4.65638089E-03,-540.58576E-06,+13.29079550E-03
-140.28800E-06,-4.71391228E-03,-879.49789E-06,+13.29079550E-03
-140.27200E-06,-4.46809637E-03,-996.65270E-06,+12.93514695E-03
-140.25600E-06,-4.47855662E-03,-933.89119E-06,+12.62133941E-03
-140.24000E-06,-4.55700851E-03,-791.63178E-06,+12.97698796E-03
-140.22400E-06,-4.55700851E-03,-594.97906E-06,+12.93514695E-03
-140.20800E-06,-4.73483278E-03,-1.03012550E-03,+12.97698796E-03
-140.19200E-06,-4.71391228E-03,-900.41839E-06,+13.29079550E-03
-140.17600E-06,-4.55700851E-03,-469.45605E-06,+13.29079550E-03
-140.16000E-06,-4.46809637E-03,-603.34726E-06,+13.29079550E-03
-140.14400E-06,-4.47855662E-03,-523.84936E-06,+12.93514695E-03
-140.12800E-06,-4.73483278E-03,-256.06693E-06,+12.97698796E-03
-140.11200E-06,-4.53608800E-03,-486.19245E-06,+12.93514695E-03
-140.09600E-06,-4.40010474E-03,-728.87027E-06,+12.97698796E-03
-140.08000E-06,-4.46809637E-03,-666.10877E-06,+13.29079550E-03
-140.06400E-06,-4.30073235E-03,-381.58994E-06,+13.29079550E-03
-140.04800E-06,-4.31119260E-03,-343.93304E-06,+12.93514695E-03
-140.03200E-06,-4.38964448E-03,-532.21756E-06,+12.97698796E-03
-140.01600E-06,-4.38964448E-03,-461.08785E-06,+12.93514695E-03
-140.00000E-06,-4.30073235E-03,-540.58576E-06,+12.62133941E-03
-139.98400E-06,-4.40010474E-03,-523.84936E-06,+12.62133941E-03
-139.96800E-06,-4.46809637E-03,-469.45605E-06,+12.62133941E-03
-139.95200E-06,-4.30073235E-03,-389.95814E-06,+12.62133941E-03
-139.93600E-06,-4.04445619E-03,-193.30543E-06,+12.97698796E-03
-139.92000E-06,-4.24320097E-03,-557.32216E-06,+12.93514695E-03
-139.90400E-06,-4.29027210E-03,-364.85354E-06,+12.26569086E-03
-139.88800E-06,-4.41056499E-03,-218.41003E-06,+11.59623478E-03
-139.87200E-06,-4.45763612E-03,-532.21756E-06,+11.99372433E-03
-139.85600E-06,-4.31119260E-03,-461.08785E-06,+12.62133941E-03
-139.84000E-06,-4.47855662E-03,-327.19664E-06,+12.62133941E-03
-139.82400E-06,-4.55700851E-03,-1.18912132E-03,+12.26569086E-03
-139.80800E-06,-4.55700851E-03,-1.72050206E-03,+12.30753187E-03
-139.79200E-06,-4.37918423E-03,-1.04267780E-03,+12.26569086E-03
-139.77600E-06,-4.57792901E-03,-523.84936E-06,+12.30753187E-03
-139.76000E-06,-4.62500014E-03,-469.45605E-06,+12.62133941E-03
-139.74400E-06,-4.74529303E-03,-816.73638E-06,+12.62133941E-03
-139.72800E-06,-5.05910057E-03,-1.28117152E-03,+12.62133941E-03
-139.71200E-06,-5.05910057E-03,-1.11380751E-03,+12.62133941E-03
-139.69600E-06,-5.05910057E-03,-871.12969E-06,+12.62133941E-03
-139.68000E-06,-5.05910057E-03,-578.24266E-06,+12.62133941E-03
-139.66400E-06,-5.05910057E-03,+20.08369E-06,+12.62133941E-03
-139.64800E-06,-4.79236416E-03,-724.68618E-06,+12.97698796E-03
-139.63200E-06,-4.82374492E-03,-892.05019E-06,+12.57949840E-03
-139.61600E-06,-4.97018843E-03,-548.95396E-06,+12.30753187E-03
-139.60000E-06,-4.53608800E-03,-942.25939E-06,+12.62133941E-03
-139.58400E-06,-4.57792901E-03,-427.61505E-06,+12.62133941E-03
-139.56800E-06,-4.80282441E-03,-431.79915E-06,+12.62133941E-03
-139.55200E-06,-4.63546039E-03,-151.46442E-06,+12.26569086E-03
-139.53600E-06,-4.37918423E-03,+254.39331E-06,+12.30753187E-03
-139.52000E-06,-4.13336833E-03,-352.30124E-06,+12.97698796E-03
-139.50400E-06,-3.96600430E-03,-239.33053E-06,+12.93514695E-03
-139.48800E-06,-4.15428883E-03,-147.28032E-06,+12.26569086E-03
-139.47200E-06,-4.12290807E-03,-113.80752E-06,+11.95188332E-03
-139.45600E-06,-4.06537669E-03,+137.23850E-06,+12.30753187E-03
-139.44000E-06,-4.13336833E-03,-147.28032E-06,+12.62133941E-03
-139.42400E-06,-4.23274071E-03,-327.19664E-06,+12.62133941E-03
-139.40800E-06,-4.47855662E-03,-548.95396E-06,+12.26569086E-03
-139.39200E-06,-4.29027210E-03,-515.48115E-06,+11.95188332E-03
-139.37600E-06,-4.32165285E-03,-406.69455E-06,+11.95188332E-03
-139.36000E-06,-4.55700851E-03,-532.21756E-06,+12.30753187E-03
-139.34400E-06,-4.55700851E-03,-532.21756E-06,+12.62133941E-03
-139.32800E-06,-4.73483278E-03,-816.73638E-06,+12.97698796E-03
-139.31200E-06,-4.89173655E-03,-854.39328E-06,+12.57949840E-03
-139.29600E-06,-4.62500014E-03,-737.23847E-06,+11.95188332E-03
-139.28000E-06,-4.74529303E-03,-942.25939E-06,+12.30753187E-03
-139.26400E-06,-4.70345202E-03,-712.13387E-06,+12.26569086E-03
-139.24800E-06,-4.47855662E-03,-1.03849370E-03,+12.30753187E-03
-139.23200E-06,-4.55700851E-03,-1.03430960E-03,+12.26569086E-03
-139.21600E-06,-4.46809637E-03,-389.95814E-06,+11.95188332E-03
-139.20000E-06,-4.30073235E-03,-762.34308E-06,+12.30753187E-03
-139.18400E-06,-4.13336833E-03,-917.15479E-06,+12.26569086E-03
-139.16800E-06,-4.05491644E-03,-808.36818E-06,+12.30753187E-03
-139.15200E-06,-3.87709217E-03,-933.89119E-06,+12.62133941E-03
-139.13600E-06,-3.54236412E-03,-1.14728031E-03,+12.62133941E-03
-139.12000E-06,-3.65219676E-03,-1.33556483E-03,+12.62133941E-03
-139.10400E-06,-3.62081601E-03,-766.52718E-06,+12.62133941E-03
-139.08800E-06,-3.38546035E-03,-691.21337E-06,+12.26569086E-03
-139.07200E-06,-3.38546035E-03,-712.13387E-06,+11.95188332E-03
-139.05600E-06,-3.47437249E-03,-825.10458E-06,+11.95188332E-03
-139.04000E-06,-3.64173651E-03,-1.05941420E-03,+11.95188332E-03
-139.02400E-06,-3.63127626E-03,-720.50207E-06,+11.59623478E-03
-139.00800E-06,-3.64173651E-03,-816.73638E-06,+11.63807578E-03
-138.99200E-06,-3.54236412E-03,-925.52299E-06,+11.59623478E-03
-138.97600E-06,-3.74110890E-03,-799.99998E-06,+11.99372433E-03
-138.96000E-06,-4.05491644E-03,-728.87027E-06,+12.26569086E-03
-138.94400E-06,-4.23274071E-03,-523.84936E-06,+11.59623478E-03
-138.92800E-06,-4.74529303E-03,-611.71546E-06,+11.63807578E-03
-138.91200E-06,-4.79236416E-03,-586.61086E-06,+11.95188332E-03
-138.89600E-06,-4.91265705E-03,-256.06693E-06,+11.95188332E-03
-138.88000E-06,-5.22646459E-03,-415.06275E-06,+11.95188332E-03
-138.86400E-06,-5.49320100E-03,-452.71965E-06,+11.95188332E-03
-138.84800E-06,-5.63964452E-03,-691.21337E-06,+12.30753187E-03
-138.83200E-06,-5.56119264E-03,-854.39328E-06,+12.26569086E-03
-138.81600E-06,-5.56119264E-03,-666.10877E-06,+11.95188332E-03
-138.80000E-06,-5.65010477E-03,-879.49789E-06,+11.59623478E-03
-138.78400E-06,-5.55073238E-03,-569.87446E-06,+11.63807578E-03
-138.76800E-06,-5.39382861E-03,-486.19245E-06,+11.59623478E-03
-138.75200E-06,-5.30491648E-03,-230.96233E-06,+11.28242724E-03
-138.73600E-06,-5.13755246E-03,-13.38911E-06,+11.63807578E-03
-138.72000E-06,-5.05910057E-03,-477.82425E-06,+11.95188332E-03
-138.70400E-06,-4.97018843E-03,-310.46024E-06,+11.95188332E-03
-138.68800E-06,-4.71391228E-03,-210.04183E-06,+11.95188332E-03
-138.67200E-06,-4.64592064E-03,-256.06693E-06,+11.95188332E-03
-138.65600E-06,-4.54654825E-03,-201.67363E-06,+11.59623478E-03
-138.64000E-06,-4.47855662E-03,-406.69455E-06,+11.28242724E-03
-138.62400E-06,-4.29027210E-03,-461.08785E-06,+11.28242724E-03
-138.60800E-06,-4.05491644E-03,-256.06693E-06,+11.63807578E-03
-138.59200E-06,-4.14382858E-03,-415.06275E-06,+11.59623478E-03
-138.57600E-06,-4.13336833E-03,-452.71965E-06,+11.63807578E-03
-138.56000E-06,-4.14382858E-03,-548.95396E-06,+11.95188332E-03
-138.54400E-06,-4.13336833E-03,-657.74057E-06,+11.59623478E-03
-138.52800E-06,-4.05491644E-03,-958.99579E-06,+11.99372433E-03
-138.51200E-06,-3.96600430E-03,-979.91629E-06,+11.91004232E-03
-138.49600E-06,-3.88755242E-03,-523.84936E-06,+11.28242724E-03
-138.48000E-06,-3.97646456E-03,-753.97488E-06,+11.28242724E-03
-138.46400E-06,-4.23274071E-03,-712.13387E-06,+11.63807578E-03
-138.44800E-06,-4.47855662E-03,-967.36400E-06,+11.59623478E-03
-138.43200E-06,-4.37918423E-03,-1.11380751E-03,+11.63807578E-03
-138.41600E-06,-4.31119260E-03,-799.99998E-06,+11.59623478E-03
-138.40000E-06,-4.30073235E-03,-1.15564851E-03,+11.28242724E-03
-138.38400E-06,-4.13336833E-03,-1.25606692E-03,+11.63807578E-03
-138.36800E-06,-4.14382858E-03,-1.21004182E-03,+11.95188332E-03
